Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,Time,Id,acc_diff_x,acc_diff_y,acc_diff_z,acc_ma_x,acc_ma_y,acc_ma_z,gesture_id
3710,0.670014,-6.7145,-7.094973,3.01,-2.8,0.7,-58.575874,-1.952697,-22.944233,3.71,197,-0.021536,-0.02153600000000022,0.038285999999999376,0.680782,-6.703731999999999,-7.114115999999999,3
3730,0.665228,-6.647499,-6.944219,4.76,-2.45,0.91,-58.645336,-5.647949,-22.757698,3.73,198,-0.004785999999999957,0.06700100000000031,0.15075400000000005,0.667621,-6.680999499999999,-7.019596,3
3750,0.636514,-6.621177,-6.855682,2.87,-3.78,1.54,-59.097023,-2.385631,-22.316563,3.75,199,-0.028714000000000017,0.026321999999999512,0.08853700000000053,0.650871,-6.634338,-6.899950499999999,3
3765,0.610192,-6.750394,-6.908326,0.77,-6.58,2.17,-55.12674,-5.966722,-21.435921,3.765,200,-0.026322000000000068,-0.1292169999999997,-0.05264399999999991,0.623353,-6.6857855,-6.8820039999999985,3
3785,0.603013,-6.748001,-6.915504,0.07,-8.68,0.21,-57.149181,-6.164235,-22.438686,3.785,201,-0.007178999999999935,0.0023929999999996454,-0.007178000000000573,0.6066024999999999,-6.749197499999999,-6.911914999999999,3
3805,0.665228,-6.704928,-6.944219,-0.84,-7.35,-1.26,-56.810452,-5.41114,-21.185968,3.805,202,0.06221500000000002,0.04307300000000058,-0.028715000000000046,0.6341205000000001,-6.726464499999999,-6.9298614999999995,3
3825,0.646085,-6.728858,-7.025578,-1.4,-4.2,-2.03,-56.108555,-2.859449,-19.476669,3.825,203,-0.01914300000000002,-0.023930000000000007,-0.08135899999999996,0.6556565000000001,-6.716892999999999,-6.9848985,3
3841,0.641299,-6.678607,-6.960969,-0.7,-2.73,-2.38,-57.664726,-5.555637,-23.168463,3.841,204,-0.004786000000000068,0.05025099999999938,0.06460899999999992,0.6436919999999999,-6.703732499999999,-6.993273499999999,3
3861,0.65805,-6.733644,-6.984899,0.56,-3.71,-1.75,-56.652473,-6.776801,-22.270226,3.861,205,0.01675100000000007,-0.05503699999999956,-0.023930000000000007,0.6496744999999999,-6.706125499999999,-6.9729339999999995,3
3881,0.607799,-6.759965,-7.037543,3.57,-3.71,-0.42,-57.97773,-4.423614,-21.704023,3.881,206,-0.050251000000000046,-0.02632100000000026,-0.05264399999999991,0.6329245,-6.7468045,-7.011220999999999,3
3901,0.629335,-6.652285,-6.944219,5.95,-4.41,0.98,-58.418781,-4.3589,-22.53071,3.901,207,0.021536,0.10768000000000022,0.09332399999999996,0.618567,-6.706124999999999,-6.990881,3
3916,0.524047,-6.680999,-6.893968,5.6,-5.32,1.47,-57.50325,-3.720719,-22.563902,3.916,208,-0.10528799999999994,-0.028713999999999906,0.05025100000000027,0.5766910000000001,-6.6666419999999995,-6.919093499999999,3
3936,0.528833,-6.719286,-6.956184,3.01,-5.18,0.63,-56.767174,-4.361675,-21.420782,3.936,209,0.004785999999999957,-0.038287000000000404,-0.06221600000000027,0.52644,-6.700142499999999,-6.925075999999999,3
3956,0.612584,-6.688178,-6.980113,1.89,-4.34,-0.91,-57.964031,-4.700513,-22.454128,3.956,210,0.08375100000000002,0.03110800000000058,-0.023928999999999867,0.5707085000000001,-6.703731999999999,-6.9681485,3
3976,0.60062,-6.664249,-6.92029,0.0,-2.87,-0.56,-56.3339,-7.348085,-21.252144,3.976,211,-0.011963999999999975,0.023928999999999867,0.059823000000000626,0.6066020000000001,-6.676213499999999,-6.950201499999999,3
3991,0.574298,-6.822181,-7.001649,-0.77,-2.59,-0.63,-58.130222,-6.536423,-23.199017,3.991,212,-0.026322000000000068,-0.15793199999999974,-0.08135899999999996,0.587459,-6.743214999999999,-6.960969499999999,3
4011,0.624549,-6.77193,-6.925076,-0.42,-2.94,-1.96,-56.51115,-6.266263,-21.900299,4.011,213,0.050251000000000046,0.05025099999999938,0.07657299999999978,0.5994235,-6.797055499999999,-6.963362499999999,3
4031,0.65805,-6.7145,-6.929862,1.54,-3.36,-1.54,-59.356544,-3.681621,-23.525856,4.031,214,0.033501,0.05743000000000009,-0.004786000000000179,0.6412995,-6.743214999999999,-6.9274689999999985,3
4051,0.607799,-6.743215,-6.84611,2.31,-4.27,-0.63,-56.353951,-4.152464,-20.264975,4.051,215,-0.050251000000000046,-0.028715000000000046,0.0837519999999996,0.6329245,-6.728857499999999,-6.887986,3
4067,0.626942,-6.692964,-6.893968,1.26,-4.69,0.07,-55.749321,-4.541304,-21.879997,4.067,216,0.01914300000000002,0.05025100000000027,-0.047857999999999734,0.6173705,-6.7180895,-6.870038999999999,3
4087,0.569512,-6.795859,-7.013614,0.07,-4.06,0.35,-57.83049,-7.111672,-22.742256,4.087,217,-0.05742999999999998,-0.10289500000000018,-0.11964599999999947,0.5982270000000001,-6.744411499999999,-6.953790999999999,3
4107,0.557548,-6.755179,-6.982506,0.42,-3.92,-0.63,-56.30946,-6.302586,-22.048277,4.107,218,-0.011963999999999975,0.04068000000000005,0.03110799999999969,0.5635300000000001,-6.775518999999999,-6.998059999999999,3
4127,0.564726,-6.767144,-6.987292,0.84,-2.31,-0.91,-58.187515,-3.068858,-22.163395,4.127,219,0.007177999999999907,-0.011965000000000003,-0.004786000000000179,0.561137,-6.761161499999999,-6.984898999999999,3
